,symbol,company,sector,2016Q2_weight,2016Q2_vol_shares,2016Q2_vol_$,2016Q2_price_change,2016Q3_weight,2016Q3_vol_shares,2016Q3_vol_shares_change,2016Q3_vol_$,2016Q3_vol_$_change,2016Q3_price_change,2016Q4_weight,2016Q4_vol_shares,2016Q4_vol_shares_change,2016Q4_vol_$,2016Q4_vol_$_change,2016Q4_price_change,2017Q1_weight,2017Q1_vol_shares,2017Q1_vol_shares_change,2017Q1_vol_$,2017Q1_vol_$_change,2017Q1_price_change,2017Q2_weight,2017Q2_vol_shares,2017Q2_vol_shares_change,2017Q2_vol_$,2017Q2_vol_$_change,2017Q2_price_change,2017Q3_weight,2017Q3_vol_shares,2017Q3_vol_shares_change,2017Q3_vol_$,2017Q3_vol_$_change,2017Q3_price_change,2017Q4_weight,2017Q4_vol_shares,2017Q4_vol_shares_change,2017Q4_vol_$,2017Q4_vol_$_change,2017Q4_price_change,2018Q1_weight,2018Q1_vol_shares,2018Q1_vol_shares_change,2018Q1_vol_$,2018Q1_vol_$_change,2018Q1_price_change,2018Q2_weight,2018Q2_vol_shares,2018Q2_vol_shares_change,2018Q2_vol_$,2018Q2_vol_$_change,2018Q2_price_change,2018Q3_weight,2018Q3_vol_shares,2018Q3_vol_shares_change,2018Q3_vol_$,2018Q3_vol_$_change,2018Q3_price_change,2018Q4_weight,2018Q4_vol_shares,2018Q4_vol_shares_change,2018Q4_vol_$,2018Q4_vol_$_change,2018Q4_price_change,2019Q1_weight,2019Q1_vol_shares,2019Q1_vol_shares_change,2019Q1_vol_$,2019Q1_vol_$_change,2019Q1_price_change,2019Q2_weight,2019Q2_vol_shares,2019Q2_vol_shares_change,2019Q2_vol_$,2019Q2_vol_$_change,2019Q2_price_change,2019Q3_weight,2019Q3_vol_shares,2019Q3_vol_shares_change,2019Q3_vol_$,2019Q3_vol_$_change,2019Q3_price_change,2019Q4_weight,2019Q4_vol_shares,2019Q4_vol_shares_change,2019Q4_vol_$,2019Q4_vol_$_change,2019Q4_price_change,2020Q1_weight,2020Q1_vol_shares,2020Q1_vol_shares_change,2020Q1_vol_$,2020Q1_vol_$_change,2020Q1_price_change,2020Q2_weight,2020Q2_vol_shares,2020Q2_vol_shares_change,2020Q2_vol_$,2020Q2_vol_$_change,2020Q2_price_change,2020Q3_weight,2020Q3_vol_shares,2020Q3_vol_shares_change,2020Q3_vol_$,2020Q3_vol_$_change,2020Q3_price_change,2020Q4_weight,2020Q4_vol_shares,2020Q4_vol_shares_change,2020Q4_vol_$,2020Q4_vol_$_change,2020Q4_price_change
267,L,Loews Corporation,Financials,0.00032715527348924154,57799651,2290052288.4084997,7.933,0.0003212200912801645,52279457,-9.551,2143611006.325,-6.395,-0.049,0.00036556662710372984,61957104,18.511,2715971372.44,26.701,13.942,0.0003181927335185301,49699295,-19.784,2324291053.98505,-14.421,-1.406,0.0003484298622938291,56672688,14.031,2655508083.5103493,14.25,0.064,0.00032169462561903436,49826539,-12.08,2369612985.9822,-10.766,1.57,0.0003800918099415344,61498080,23.424,3044194385.79,28.468,4.643,0.0004577912926426157,96104405,56.272,4838227110.88875,58.933,-1.015,0.0004316333873641863,84342682,-12.238,4235410755.537,-12.459,-2.779,0.00038753108266814646,71867189,-14.791,3616019253.195,-14.624,4.45,0.00034693638911533625,84113101,17.04,3967743216.9775,9.727,-9.647,0.00034473044763075366,71258646,-15.282,3350565593.1744504,-15.555,7.154,0.0003781521388904887,68932905,-3.264,3548253356.1499996,5.9,13.659,0.00035479275261902514,62795890,-8.903,3231693943.2349997,-8.922,-6.144,0.0003213254525507257,58690277,-6.538,2955096589.0200005,-8.559,1.626,0.00026062005162266977,85556599,45.776,3763481737.4500003,27.356,-33.934,0.00022843321083200634,96529216,12.825,3239462309.4949994,-13.924,4.447,0.00014201777545633506,58346083,-39.556,2091442107.68,-35.439,1.668,0.00016350031328223486,56877962,-2.516,2320996367.05,10.976,28.96
268,LDOS,Leidos,Industrials,0.00020456761766894337,29076621,1431951672.3072,-4.375,0.0017689108007980052,263292832,805.514,11804543877.3335,724.367,-9.777,0.000592920929576736,94233146,-64.21,4405096503.499999,-62.683,18.986,0.0003692284036746812,52311166,-44.488,2697089484.25205,-38.773,-0.273,0.0005077717969773651,72292336,38.197,3869909721.7875,43.485,1.413,0.0004437690225602386,58748265,-18.735,3268816930.3788004,-15.532,13.644,0.00037059396826587607,47296960,-19.492,2968125195.2683496,-9.199,9.016,0.00036950822037418114,59136278,25.032,3905195922.7767005,31.571,1.098,0.00041287285512169123,65428919,10.641,4051322679.02215,3.742,-9.495,0.00043061666396476065,59203584,-9.515,4018047112.305,-0.821,18.041,0.0003488905217964178,64769175,9.401,3990091684.6899996,-0.696,-24.188,0.0003573750910028052,57243706,-11.619,3473463664.15,-12.948,23.321,0.0005497862095647705,70010951,22.303,5158719368.815,48.518,23.492,0.0010042446224134997,109541289,56.463,9147343737.5,77.318,6.511,0.0006275717495464958,65965987,-39.78,5771516453.889999,-36.905,13.667,0.0004944653678561262,71922497,9.03,7140323126.105,23.717,-6.898,0.00047919705739413393,69453336,-3.433,6795600344.605,-4.828,6.322,0.00040375403594904505,65655782,-5.468,5945933100.39,-12.503,-4.886,0.0003520662497311911,52350104,-20.266,4997816029.724999,-15.946,17.021
269,LEN,Lennar,Consumer Discretionary,0.0009645506387990445,146848684,6751752383.842501,-3.718,0.0009769012020627926,141127250,-3.896,6519194239.96265,-3.444,-7.957,0.0009296225160415149,162139090,14.889,6906615521.0825,5.943,1.996,0.0010543258677810036,160453177,-1.04,7701496370.9902,11.509,18.044,0.000871205632182641,127945421,-20.26,6639768426.937499,-13.786,4.039,0.0007857559523968418,110760938,-13.431,5787903683.59265,-12.83,-1.031,0.0016333128630735985,222448208,100.836,13081370652.98,126.012,19.141,0.0017641560677191712,300289142,34.993,18644713981.795002,42.529,-7.791,0.0016042477812419432,287549527,-4.242,15741711614.8283,-15.57,-10.577,0.0011184510600786102,201055508,-30.08,10436170794.753752,-33.704,-10.212,0.0012061389315017174,326421298,62.354,13794025978.0806,32.175,-16.702,0.0012133857597648203,252536565,-22.635,11793355086.1469,-14.504,27.11,0.0010159848001214018,186199748,-26.268,9533124650.32,-19.165,-0.981,0.001103866403725075,200385951,7.619,10054766746.855,5.472,14.049,0.0013423623045933884,210152833,4.874,12345147998.84,22.779,-0.357,0.001007238621456135,268079538,27.564,14545021127.509998,17.82,-31.871,0.0009006126872486961,239317192,-10.729,12771789378.474998,-12.191,69.612,0.000885749454838458,178635335,-25.356,13044097478.3,2.132,32.662,0.0009435264437497719,173394549,-2.934,13393989309.235,2.682,-7.555
270,LH,LabCorp,Health Care,0.001081509697006216,60477761,7570453412.3810005,11.619,0.0009123092952012626,44452360,-26.498,6088150459.6185,-19.58,5.365,0.0008047767913201788,46464599,4.527,5979076218.6,-1.792,-6.258,0.0009534175715099296,50876049,9.494,6964395156.57145,16.479,11.277,0.0008971588615153169,47870794,-5.907,6837567231.645,-1.821,7.979,0.0008462452209973407,40167864,-16.091,6233469586.6987,-8.835,-2.057,0.0007467816261579108,38951827,-3.027,5981050825.88,-4.049,5.176,0.0006551892616055864,40564295,4.14,6924453346.3375,15.773,1.094,0.0008559028943758847,47841663,17.94,8398563296.2082,21.288,10.637,0.0008301721605756773,43846696,-8.35,7746265139.405001,-7.767,-2.961,0.0008249092291478402,61550421,40.376,9434086769.96805,21.789,-27.475,0.0007231458084683462,49540895,-19.512,7028527597.009998,-25.499,22.14,0.0008794842312145661,51134262,3.216,8252321100.825,17.412,12.236,0.0007429507133704906,39802477,-22.161,6767300918.065,-17.995,-3.896,0.0006484914181661599,35480973,-10.857,5963905948.375,-11.872,0.69,0.0007012604824995001,62313957,75.626,10126546298.53,69.797,-25.635,0.0007437643649879785,65724979,5.474,10547488339.145,4.157,38.645,0.000618139714922254,49525494,-24.647,9103109973.83,-13.694,13.429,0.0005834214640829243,41042315,-17.129,8282058128.28,-9.019,7.63
271,LHX,L3Harris Technologies,Industrials,0.0007196679023608296,63948464,5037599147.0905,7.818,0.0005818066577707523,43724037,-31.626,3882593863.2300005,-22.928,9.713,0.000599842850126704,44892138,2.672,4456522800.82085,14.782,12.222,0.0006967834400039339,47450954,5.7,5089769015.9595,14.209,7.632,0.0008176081284780155,56602492,19.286,6231282760.965551,22.428,-2.065,0.0007144589792260498,43957375,-22.34,5262727880.10625,-15.543,19.927,0.0006574786541086288,37566694,-14.538,5265814140.857499,0.059,7.473,0.0007324947233403295,50543329,34.543,7741466222.72,47.014,13.545,0.0007366171496414584,46829682,-7.347,7228069675.88,-6.632,-10.212,0.0006977159112526426,40933574,-12.591,6510327251.634999,-9.93,17.752,0.001028790794173886,77697701,89.814,11765781345.915,80.725,-20.794,0.0009408600295546736,59784836,-23.055,9144574448.484999,-22.278,20.056,0.0012759387821036532,65460042,9.493,11972308497.645,30.923,17.043,0.0022652141255692275,101506860,55.067,20633112473.955,72.34,9.949,0.0018594968858953928,85281892,-15.984,17101019733.055,-17.119,-5.61,0.0014382794069720426,104321665,22.326,20769462087.769997,21.452,-9.227,0.0013856017624776697,105392972,1.027,19649527619.770004,-5.392,-1.349,0.0010405901482609021,87530390,-16.949,15324377852.820002,-22.011,-0.933,0.0010191861276468194,79118490,-9.61,14468029156.205,-5.588,9.895
272,LIN,Linde,Materials,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0020253517891292015,145287801,0.0,23162966109.73,0.0,-3.524,0.0017702285339596861,103760854,-28.583,17205520599.370003,-25.72,14.59,0.0023517900763474547,117242594,12.993,22067168668.790005,28.256,13.549,0.002136581257215251,100906109,-13.934,19461436732.295,-11.808,-4.581,0.0017651989302039973,80694693,-20.03,16233800641.0,-16.585,9.782,0.0022047104254050588,169559992,110.125,31837102980.819996,96.116,-19.0,0.0018041982585223367,132808365,-21.675,25585737888.340004,-19.635,28.07,0.0019371556779302294,118033693,-11.125,28527759577.535004,11.499,12.564,0.0019155442277443081,111012111,-5.949,27192432260.625,-4.681,11.331
273,LKQ,LKQ Corporation,Consumer Discretionary,0.0008981975474149624,195988322,6287287766.945251,0.016,0.0005921869340432374,114417336,-41.62,3951864980.045,-37.145,11.861,0.0005540857271095757,126152757,10.257,4116570991.805,4.168,-13.197,0.0006535229442959235,153321256,21.536,4773765623.759999,15.965,-5.55,0.0005036656074144357,124972590,-18.49,3838614988.595,-19.589,12.266,0.00040741176977269117,88518938,-29.169,3001008233.935,-21.821,8.404,0.00042661521373271835,88974191,0.514,3416805110.1587996,13.855,12.722,0.00039752715668684525,103924088,16.803,4201317713.35,22.96,-7.529,0.000557677593848215,167629439,61.3,5472221909.2699995,30.25,-15.675,0.000509113424324756,142740153,-14.848,4750493642.325,-13.189,-0.471,0.0004953035777851051,209624417,46.857,5664546795.200001,19.241,-25.611,0.000489934700667807,177983595,-15.094,4761860642.834999,-15.936,21.447,0.000512808053436722,172426412,-3.122,4811748260.915001,1.048,-7.056,0.0005253055480604201,174302863,1.088,4784840573.78,-0.559,16.698,0.000496543487141623,133287712,-23.531,4566504002.42,-4.563,12.868,0.0003158041598341401,167642555,25.775,4560367403.6075,-0.134,-42.901,0.0003005699620180575,172028319,2.616,4262449666.479999,-6.533,35.471,0.0003587044167913177,177770897,3.338,5282504384.2404,23.931,6.042,0.00028357658305985247,118826581,-33.157,4025559375.6949997,-23.794,25.476
274,LLY,Eli Lilly,Health Care,0.002861830333959739,266474139,20032509442.4525,9.863,0.00264250941411489,220103340,-17.402,17634364780.35735,-11.971,1.82,0.003701840346015716,379963789,72.63,27502763271.301598,55.961,-8.097,0.0026952430255084273,247303324,-34.914,19687845109.574196,-28.415,13.754,0.0026551220868545294,248564286,0.51,20235631119.365,2.782,-2.175,0.002416181089805695,217126612,-12.648,17797667821.993702,-12.048,3.798,0.002175619795536479,204214167,-5.947,17424762633.545,-2.095,-1.539,0.0022937162451475545,301864848,47.818,24241439931.934998,39.121,-8.395,0.0020593426462539293,246661293,-18.288,20207338562.345,-16.641,10.991,0.0024169835410011928,225747502,-8.479,22552665862.93395,11.606,26.158,0.00306182457258854,313315103,38.79,35016602641.31165,55.266,7.477,0.013365044019630437,1045610096,233.725,129899917315.69,270.967,13.041,0.003717493729024298,295927379,-71.698,34881753251.954994,-73.147,-15.24,0.002851247552725293,233403662,-21.128,25971103915.7,-25.545,0.467,0.0026065397574652196,206387969,-11.575,23971262423.46,-7.7,17.411,0.002825121863557822,300045348,45.379,40796149311.50499,70.188,5.274,0.0026284250967245986,242976587,-19.02,37274282505.40999,-8.633,22.522,0.0020360439440267556,194260189,-20.05,29984049700.41,-19.558,-9.92,0.0027070051110242325,259076794,33.366,38427749171.51,28.161,13.827
275,LMT,Lockheed Martin,Industrials,0.0024589975314162666,72981848,17212722460.3514,12.825,0.00880874382870528,230921916,216.41,58783745897.889496,241.513,-3.487,0.0032552084489452355,96443031,-58.236,24184518780.351955,-58.858,4.704,0.0025949416621115413,72744234,-24.573,18955177335.964245,-21.623,6.427,0.0020833395682431552,57769494,-20.585,15877872888.80905,-16.235,3.737,0.0026895697634891935,66341901,14.839,19811457608.298847,24.774,11.861,0.0023831869791362927,60510696,-8.79,19087189548.468502,-3.656,3.464,0.0031789837274041146,98731654,63.164,33597505025.0857,76.021,4.947,0.0031299852614816957,95362350,-3.413,30713039420.11,-8.585,-12.351,0.002672558877174005,77089528,-19.161,24937417377.263603,-18.805,17.605,0.002704707517489969,103153697,33.81,30932428085.1417,24.04,-24.54,0.002331191573475196,77609826,-24.763,22657732529.476147,-26.751,15.646,0.002729060527523138,76311897,-1.672,25607149028.250595,13.017,20.155,0.002826868012386265,68614451,-10.087,25749038464.05,0.554,6.746,0.0027382276563981257,65803734,-4.096,25182341277.82,-2.201,-0.524,0.00293572676862986,113434048,72.382,42393338544.33376,68.346,-13.722,0.0026257415003917185,98798051,-12.903,37236225827.3,-12.165,12.342,0.0019719621814723778,76468636,-22.601,29040341801.1,-22.011,4.624,0.0022219072185305174,86179488,12.699,31541459943.440002,8.613,-7.557
276,LNC,Lincoln National,Financials,0.0009558095668247672,159095202,6690565805.175,-1.021,0.0008447779416145017,128173464,-19.436,5637490750.7451,-15.74,22.026,0.0008584458595507505,109837889,-14.305,6377809697.24,13.132,42.088,0.0010383891564152172,111099715,1.149,7585084046.774499,18.929,-2.182,0.0008645312161520774,99666212,-10.291,6588900325.09,-13.133,3.318,0.0007931093693761437,83058393,-16.663,5842069190.187501,-11.335,7.647,0.0006947490163089085,73412934,-11.613,5564316303.753099,-4.754,4.287,0.0006562409730462725,88197975,20.14,6935568496.160001,24.644,-6.321,0.0007910216226743682,113657918,28.867,7761914593.7628,11.915,-14.138,0.0006155636920196051,87034614,-23.424,5743771948.782701,-26.001,9.358,0.0007088691580756393,135861628,56.101,8106992756.9464,41.144,-24.787,0.0007052548196743239,116838295,-14.002,6854638310.777501,-15.448,17.119,0.0006043018331537734,89025643,-23.804,5670246937.929999,-17.279,8.392,0.0005922438058076206,91099854,2.33,5394559798.695,-4.862,-7.768,0.0005854618168248372,91374423,0.301,5384248910.775,-0.191,-3.278,0.00045785535816066943,164244830,79.749,6611656578.62,22.796,-55.69,0.0003877866656594514,158848020,-3.286,5499289192.465001,-16.824,51.774,0.0002968012399446443,123390161,-22.322,4370879693.315,-20.519,-15.37,0.0003791261017875733,128308934,3.986,5381948739.044999,23.132,57.712
277,LNT,Alliant Energy,Utilities,0.0007046441941654543,129708944,4932434779.82765,7.124,0.0005452400898651715,92466458,-28.712,3638572709.0315,-26.232,-4.177,0.00039142618424353867,78856879,-14.718,2908094536.0125003,-20.076,-1.148,0.00038631638624046587,73371888,-6.956,2821911457.9316998,-2.964,4.567,0.00045349995497184157,85645210,16.728,3456284683.4400997,22.48,1.696,0.0003584195950935566,63344528,-26.038,2640130295.4,-23.614,3.1,0.0004627799197668787,85131624,34.395,3706451959.1395,40.389,3.022,0.0004512965738465766,121169318,42.332,4769586826.415,28.683,-4.13,0.00044556874220152184,106290179,-12.28,4372151687.745,-8.333,3.346,0.00035767990100606795,77811954,-26.793,3337480440.5725,-23.665,0.33,0.00045734811601202675,118886306,52.787,5230468587.43,56.719,-0.424,0.0004741020742198238,103269397,-13.136,4607977358.69,-11.901,11.765,0.0003586624371757216,70502549,-31.729,3365378813.319999,-26.966,4.137,0.00041644294838432165,73728461,4.576,3793245899.365,12.714,9.06,0.0005356358066324738,92641954,25.653,4926019811.290001,29.863,1.975,0.0004563091508507966,123954393,33.799,6589328584.527499,33.766,-11.686,0.0003164894835267993,92555652,-25.331,4488207951.4725,-31.887,2.97,0.0003035597768721315,85798952,-7.3,4470410112.4547,-0.397,8.122,0.0002916086960168762,76937034,-10.329,4139580594.485,-7.4,-0.078
278,LOW,Lowe's,Consumer Discretionary,0.003382258188551997,305967451,23675449342.67,4.695,0.0036937319907426455,319200057,4.325,24649530850.375,4.114,-8.987,0.003829484614886347,404068742,26.588,28451094312.5,15.422,-1.304,0.003558882642176732,339151971,-16.066,25996442457.767,-8.628,14.642,0.003725590018986476,348840353,2.857,28394048507.0165,9.223,-6.725,0.004318379647876407,417891236,19.794,31809323740.855503,12.028,2.487,0.003949316237259878,383738397,-8.173,31630479801.775,-0.562,16.117,0.003999811696385113,450661416,17.44,42272532699.76,33.645,-5.696,0.003381721858210855,368248802,-18.287,33183209524.0954,-21.502,9.586,0.003138480901827038,278300301,-24.426,29284895778.307602,-11.748,20.331,0.002850741802286226,339059064,21.832,32602551373.229202,11.329,-20.062,0.002942543049868329,286809379,-15.41,28599688733.858997,-12.278,20.007,0.0034714620582431844,314443030,9.635,32573204359.094997,13.894,-8.438,0.0033979357839420887,293878966,-6.54,30950712525.57,-4.981,7.698,0.002867581833073111,230354390,-21.616,26371957858.870003,-14.794,8.784,0.002562721608803519,366186811,58.967,37006960565.2,40.327,-28.322,0.002991422619017137,375411580,2.519,42422031327.15,14.633,67.352,0.002608219942422723,248142395,-33.901,38410269391.6,-9.457,22.496,0.0034934061911990853,308846220,24.463,49591238791.125,29.109,-4.082
279,LRCX,Lam Research,Information Technology,0.001921266987190617,168103180,13448665564.01165,1.805,0.0018885750142009956,138581493,-17.562,12603103904.795,-6.287,13.317,0.002190309694546704,161769878,16.733,16272870623.605001,29.118,12.3,0.001721599816085264,107233008,-33.713,12575708460.785002,-22.72,20.322,0.0027658451138529386,142547677,32.933,21079490745.199997,67.621,9.96,0.0030823412935299162,140243954,-1.616,22704625364.265003,7.71,29.662,0.003922601573029818,160618231,14.528,31416519309.23,38.371,-1.032,0.00443477416556432,236685162,47.359,46869490406.085,49.187,9.727,0.004417553558989499,225697113,-4.642,43347327627.18,-7.515,-14.218,0.003140588940562431,171653962,-23.945,29304565706.72,-32.396,-10.554,0.002494631235606478,198622161,15.711,28529887536.955,-2.644,-9.6,0.002727951346958205,160505379,-19.191,26513990817.435,-7.066,34.123,0.002441218124284389,120902387,-24.674,22906284301.3425,-13.607,3.209,0.0025962070899440085,112435251,-7.003,23648021742.33,3.238,18.78,0.002818160433162424,97688984,-13.115,25917449791.920002,9.597,25.494,0.0026690193359217226,138136760,41.405,38541952029.79,48.71,-18.859,0.0027184759562452754,142270194,2.992,38551313828.0113,0.024,41.28,0.0025757983705160556,111083291,-21.921,37932809154.91556,-1.604,2.98,0.002583468735070112,87709551,-21.042,36674067640.068,-3.318,39.255
280,LUMN,Lumen Technologies,Communication Services,0.0013875605482481532,335637620,9712776978.7441,-8.917,0.001192478405747235,271957199,-18.973,7957814298.530801,-18.069,-5.381,0.0022126577557818874,648925029,138.613,16438905184.87,106.576,-13.338,0.0016463558593735762,494853707,-23.743,12026076627.532501,-26.844,-3.203,0.0022231402847773243,673411071,36.083,16943343943.422497,40.888,1.358,0.0017051828141436073,600720580,-10.794,12560431595.936752,-25.868,-21.25,0.0021808328357568432,1044144850,73.815,17466514408.659996,39.06,-11.606,0.0012591137584803537,766494904,-26.591,13307108326.169998,-23.814,-2.261,0.0011903351859190565,642122399,-16.226,11680186465.469,-12.226,13.451,0.001438317732596178,631214359,-1.699,13420819247.506153,14.902,13.978,0.0011954311582943896,731139829,15.831,13671566369.215,1.868,-28.873,0.001482253271620223,1044983782,42.925,14406580116.1276,5.376,-20.12,0.0009901463510287912,832216982,-20.361,9290678940.56,-35.511,-2.568,0.0009754426872830219,747945904,-10.126,8884996103.205,-4.367,4.698,0.0010906818676949862,746005181,-0.259,10030547662.335,12.893,5.68,0.0007283455434018153,861011372,15.416,10517667900.374998,4.856,-29.085,0.0005280496552751256,749822691,-12.914,7488389930.584999,-28.802,16.492,0.0004865785163113357,688483714,-8.18,7165657921.594999,-4.31,1.204,0.0004856143883389629,700484772,1.743,6893621232.25,-3.796,-2.597
281,LUV,Southwest Airlines,Industrials,0.0025444182880249673,418405446,17810658715.705,-11.689,0.0025534185394065017,447837856,7.034,17039831048.5882,-4.328,-1.094,0.0027086433448354603,464485849,3.717,20123822136.082996,18.099,28.222,0.002661545637283999,361260283,-22.224,19441697005.7925,-3.39,6.667,0.0021803597185116002,285837906,-20.878,16617298010.425001,-14.528,15.674,0.0026523672930173735,350584158,22.651,19537423011.136997,17.573,-10.418,0.0021649552507863137,295404374,-15.739,17339349198.1425,-11.251,16.875,0.0017954120197783683,316086994,7.001,18975046596.372498,9.433,-13.094,0.0020765616098591456,387731941,22.666,20376299967.5275,7.385,-11.018,0.0016651232196502278,267759811,-30.942,15537121770.315699,-23.749,23.346,0.0015526157764141498,336234743,25.573,17756513610.89,14.284,-25.715,0.0018534845767584679,341405190,1.538,18014717565.703102,1.454,12.725,0.0012346962020712549,223935532,-34.408,11585323715.685003,-35.69,-2.888,0.0013225175401564671,229510412,2.49,12046390161.005001,3.98,5.488,0.0013186118378513724,220155719,-4.076,12126724830.99,0.667,-0.571,0.0014009075461948082,441737686,100.648,20229794035.93,66.82,-34.516,0.0035683738424312273,1584031347,258.591,50603905301.86499,150.145,0.382,0.0019466049908351997,807050823,-49.051,28666916037.595,-43.35,6.262,0.001731296477309233,568183447,-29.598,24576912138.295,-14.267,22.787
282,LVS,Las Vegas Sands,Consumer Discretionary,0.001810313854489154,269543771,12672005378.347752,-14.709,0.001987346659429316,256292497,-4.916,13262240713.393902,4.658,32.058,0.0022526360070134793,286505025,11.788,16735922958.963501,26.192,-9.49,0.0017860003853852045,239779448,-16.309,13046132990.7238,-22.047,6.355,0.0017250257298323415,220039155,-8.233,13147035502.858652,0.773,10.041,0.0014265693665282185,169516452,-22.961,10508155956.366251,-20.072,1.359,0.0014602908613194966,176036611,3.846,11695619651.297,11.3,10.232,0.0016358639764772647,234748211,33.352,17288842247.37175,47.823,4.203,0.0016325393104982152,209097370,-10.927,16019322779.326801,-7.343,4.674,0.0018777640874383691,262545841,25.562,17521255447.139896,9.376,-18.503,0.0016389754697727027,345136262,31.458,18744167539.0853,6.98,-11.69,0.001356523430978851,224775862,-34.873,13184564245.514648,-29.66,19.6,0.0017772375491355232,272598363,21.276,16676063546.535002,26.482,-5.38,0.0016581893859632386,259888714,-4.662,15103917866.970001,-9.428,-7.153,0.0018516322292885534,280821669,8.055,17028691756.144999,12.744,19.034,0.0016224798574813954,416611857,48.355,23429407196.389996,37.588,-39.224,0.001745205087647035,527116521,26.525,24749142575.109997,5.633,12.946,0.0012240584047189499,375886357,-28.69,18026245529.214996,-27.164,2.212,0.0011999097267805722,321722655,-14.41,17033521592.329998,-5.507,28.282
283,LW,Lamb Weston,Consumer Staples,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0005390697618164776,123095458,0.0,4005010119.335,0.0,18.281,0.0004444671625008317,82654601,-32.853,3246683348.6964,-18.934,11.123,0.00032963676181212056,57448345,-30.496,2512279171.05475,-22.62,4.237,0.0003194308803256654,52375728,-8.83,2352938165.1523495,-6.342,6.477,0.00036144833400434274,54748384,4.53,2894876870.1394,23.032,20.465,0.0003698602130022158,69239693,26.469,3908916002.8725004,35.029,2.735,0.0004697540784955323,71074672,2.65,4609470756.344999,17.922,17.111,0.000406853212846924,55569047,-21.816,3796312390.6077495,-17.641,-2.203,0.0009051952798049704,135703663,144.207,10352279392.32465,172.693,10.65,0.000723601230256061,99165352,-26.925,7032954013.5995,-32.064,2.405,0.0008048327667141102,113474850,14.43,7551856176.224999,7.378,-15.283,0.0005556475743409656,74469390,-34.374,5061216406.805,-32.98,14.466,0.0005507040406134503,63204296,-15.127,5064596094.264999,0.067,18.141,0.00047537899608429457,90329036,42.916,6864706529.6449995,35.543,-33.427,0.00046659294260413943,108998222,20.668,6616858581.715,-3.61,22.942,0.0002868300686295341,65991513,-39.456,4224038021.67,-36.162,3.758,0.0003217447177778651,63028884,-4.489,4567381591.440001,8.128,17.804
284,LYB,LyondellBasell,Materials,0.002528518935688411,215245452,17699364932.131798,-11.929,0.0023284148050341067,201905379,-6.198,15538304542.127499,-12.21,8.385,0.0021733794647534094,192006519,-4.903,16147087753.84,3.918,6.098,0.002162751004008468,172734706,-10.037,15798169728.855,-2.161,5.009,0.0019639699222476804,180427744,4.454,14968114299.863998,-5.254,-7.76,0.0017914933643962806,146253419,-18.941,13196197892.350449,-11.838,16.461,0.00170263380203714,132040666,-9.718,13636569180.522501,3.337,11.83,0.0015034352465937983,142511010,7.93,15889251906.794998,16.519,-4.836,0.0016695188096330757,149864292,5.16,16382184812.14265,3.102,4.222,0.0015147703665440695,130242123,-13.093,14134192209.5139,-13.722,-5.945,0.0015319326667488236,190969183,46.626,17519970917.02655,23.955,-19.489,0.0013882577644854714,156028147,-18.297,13493002234.385,-22.985,2.681,0.0016297719371378444,179273965,14.898,15292373494.634998,13.336,1.329,0.0019121056439167527,211372928,17.905,17416760017.379997,13.892,2.957,0.0011366933862228521,114381312,-45.886,10453696467.940002,-39.979,5.036,0.0009561256634470763,209557807,83.21,13806924872.765,32.077,-47.911,0.0007251469251917457,172940407,-17.474,10283470273.210001,-25.519,42.128,0.0006113305333960743,129429590,-25.159,9002833730.825,-12.453,6.529,0.0007073061419815612,125118268,-3.331,10040684038.92,11.528,30.31
285,LYV,Live Nation Entertainment,Communication Services,0.0002695424796627847,83034934,1886768829.34415,6.143,0.0002640218195529531,67422625,-18.802,1761907469.885,-6.618,16.837,0.00021902523299016056,58840840,-12.728,1627244443.3897498,-7.643,-2.991,0.00023879557440307928,60611091,3.009,1744321472.0174499,7.195,12.942,0.0003379213201555647,76464037,26.155,2575418740.9656,47.646,13.889,0.000566326116191709,106120785,38.785,4171576434.1614,61.977,24.251,0.0006512736352329947,119036198,12.17,5216117506.700001,25.039,-1.046,0.00041181423341668706,97963794,-17.703,4352312551.13,-16.56,-0.847,0.0004625243968425169,107145409,9.372,4538529368.749201,4.279,21.974,0.0004502386392712214,82505646,-22.997,4201138078.855,-7.434,13.361,0.0004017728432921453,86554331,4.907,4594881147.52995,9.372,-10.242,0.00047516420734744204,80285275,-7.243,4618300632.2425,0.51,30.499,0.0004892536754498842,71333720,-11.15,4590734303.440001,-0.597,3.145,0.0005089398767114531,66559951,-6.692,4635770896.9475,0.981,-1.28,0.0008910753241564614,120813485,81.511,8194849272.2,76.774,7.007,0.0009285905422333072,266215610,120.353,13409304178.650002,63.631,-36.861,0.0009671691402544377,320080318,20.233,13715641282.41,2.285,4.824,0.0005270278896587836,150571184,-52.958,7761340556.225,-43.412,20.107,0.0006915994933406412,153579462,1.998,9817717650.035,26.495,35.148
